,Frequency,StraightAlpha,InputLoAlpha,OutputLoAlpha,OutputHiAlpha,Low Transmission,High Transmission,Low Refl,High Refl,Low Phase,High Phase
0,0.5806451612903225,(-0.0012412470827819662-0.0016876794432854427j),(-0.00017739672601324886+0.00012382763424096424j),(-0.00030000037097213656+0.0010899721990673813j),(0.0004640294199553933+0.0005445731814254056j),0.29119443260607175,0.11662983780421098,0.01066378405601396,0.018883837516299604,1.8393825993808985,0.8650858436132659
1,0.5810627414135087,(-0.0011335547367258194-0.0019278703618131733j),(-0.0002024444014584858+0.00011061132054698251j),(-0.0005354055771629363+0.0010817842373069609j),(0.0003762755036589643+0.0006648686676045598j),0.2912882660915021,0.11668866841596723,0.01064025025461906,0.018831376601876476,2.03037830851982,1.05579784050672
2,0.5814803215366948,(-0.000992681956518623-0.002170214660412725j),(-0.00022726541705731936+9.364046074633557e-05j),(-0.0007801668099240126+0.0010250494629387716j),(0.00025980045320185037+0.0007728914931394473j),0.29136331216752287,0.11673897303112825,0.01060850969004507,0.01879185848263154,2.2213646961641,1.2465210813290086
3,0.5818979016598809,(-0.0008165075004116579-0.0024110856817104705j),(-0.0002513782024393803+7.277498183277623e-05j),(-0.001024687944462544+0.0009156289734452053j),(0.00011582269671050974+0.0008621519860561305j),0.29141301882141885,0.11677758715118385,0.010568981696891772,0.018765908349810005,2.4123421951169277,1.437254476329352
4,0.582315481783067,(-0.000603197474044287-0.002646416710749631j),(-0.0002742718988492821+4.7932866983066307e-05j),(-0.0012580882778680527+0.0007511987498429653j),(-5.303303723384411e-05+0.000926126248683092j),0.2914318250322049,0.11680185671468607,0.010522431881515783,0.018753440231364986,2.6033116102537845,1.6279971506404636
5,0.5827330619062532,(-0.00035127017095979964-0.002871704056410745j),(-0.00029541458297647404+1.9092292226917214e-05j),(-0.001468527607846124+0.0005315964279621068j),(-0.00024266805821799255+0.000958550032689302j),0.2914153242788379,0.1168097013373518,0.010469953051654867,0.01875360690092476,2.794274025829522,1.8187483910463895
6,0.5831506420294393,(-5.9666492092445894e-05-0.003082017455889526j),(-0.00031426050178384496-1.3708202862615449e-05j),(-0.0016436183139120957+0.0002591144868337276j),(-0.0004475014232392979+0.0009537394699382034j),0.29136048795070124,0.11679970018923046,0.01041291298536605,0.01876481851909905,2.9852307212997475,2.0095076563356193
7,0.5835682221526255,(0.00027217435006282364-0.0032720193696103837j),(-0.00033025574404253863-5.037078079234152e-05j),(-0.0017709165621409581-6.128122398704712e-05j),(-0.000660529234266301+0.0009069268145063365j),0.29126582793832795,0.11677114774137552,0.010352885787841248,0.018784808137503273,-3.10700221472699,2.200274576959755
8,0.5839858022758116,(0.0006442345087885687-0.003435994987281025j),(-0.00034284198335261167-9.073977057473172e-05j),(-0.0018384799195000062-0.0004218275326665407j),(-0.0008734574040619141+0.0008145973298810601j),0.2911314842509886,0.1167240826797423,0.010291572367820835,0.018810743011484755,-2.916052732963546,2.391048950776709
9,0.5844033823989977,(0.0010558338893079222-0.003567895512963036j),(-0.00035145826597347585-0.00013460256979075133j),(-0.0018354742349800852-0.0008119525784202386j),(-0.0010769110467149408+0.0006748117667110169j),0.29095922986875344,0.11665926818314046,0.010230711895707545,0.018839369456920795,-2.725104731328708,2.5818307316762263
10,0.5848209625221839,(0.0015055451810550172-0.003661396341495511j),(-0.0003555412086557214-0.00018168899384422512j),(-0.0017528076888878165-0.0012183921507347944j),(-0.0012607204978456385+0.00048749757477366723j),0.2907524192839913,0.11657816478751461,0.01017199226236112,0.018867186903797083,-2.5341568834418147,2.7726200091109936
11,0.58523854264537,(0.001991110259457942-0.0037099722069689786j),(-0.0003545243692960803-0.00023166823525065555j),(-0.0015837659317185103-0.001625444679070211j),(-0.001414280201331974+0.0002546912239234916j),0.29051583391211383,0.11648284645489049,0.01011696259177107,0.01889063596554856,-2.343207993090095,2.96341699112967
12,0.5856561227685562,(0.0025093612535286086-0.0037069903562902684j),(-0.00034783790437572056-0.00028414287175777136j),(-0.00132461883476221-0.002015370718696317j),(-0.00152697304338425-1.9285662888826593e-05j),0.2902554802363887,0.11637590961958352,0.01006695380351875,0.018906290573276384,-2.1522570288947964,-3.1289633294454218
13,0.5860737028917423,(0.0030561501067619375-0.0036458222580966226j),(-0.0003349098749692911-0.00033863978612500196j),(-0.0009751668039470436-0.0023689365596324817j),(-0.0015886484438326937-0.0003277329339535507j),0.28997832409834606,0.11626034902370284,0.01002301136808365,0.01891104214843416,-1.9613031487978634,-2.938149969265716
14,0.5864912830149285,(0.0036262907104080764-0.003519973367751076j),(-0.0003151706606578243-0.0003945983744722644j),(-0.0005391935193213851-0.0026660946859760177j),(-0.0015901387217541318-0.0006615758550029256j),0.2896919932236321,0.11613942470940965,0.009985844048598884,0.018902265978544986,-1.7703457137371736,-2.7473278218609383
15,0.5869088631381145,(0.004213517867595896-0.0033232296046513186j),(-0.0002880618487069806-0.00045135698179000523j),(-2.4792228523220986e-05-0.0028867863347275574j),(-0.0015237944687621966-0.0010094782341645528j),0.2894044476011225,0.11601651876172932,0.009955790583070919,0.0188779599731626,-1.579384291453189,-2.556496452665164
16,0.5873264432613007,(0.004810467113037938-0.0030498180493065915j),(-0.00025305067297522887-0.0005081390343011047j),(0.0005554653141048222-0.0030118437216998246j),(-0.0013840163916328102-0.0013580728816541016j),0.28912363451768125,0.1158949873894553,0.009932805634739833,0.018836849380672312,-1.3884186514772487,-2.365655427939574
17,0.5877440233844868,(0.005408678824970817-0.0026945783239896094j),(-0.00020965059130737023-0.0005640407720762594j),(0.0011845444451093901-0.003023961971486409j),(-0.0011677585066206077-0.0016923130187430357j),0.2888571529626073,0.11577801846089705,0.009916465463539295,0.018778453644666966,-1.1974487525566713,-2.1748043338814727
18,0.588161603507673,(0.005998629213443627-0.0022531403063451366j),(-0.00015744794551215795-0.0006180227537243216j),(0.0018411693898718238-0.002908703814053219j),(-0.0008749758609315838-0.001995942968607311j),0.28861195084253227,0.11566850190983183,0.009905992719673705,0.018703114133908967,-1.0064747239022562,-1.9839427917649517
19,0.5885791836308591,(0.006569790303188812-0.0017221033875825563j),(-9.613388846625933e-05-0.000668907357421044j),(0.002500265686405929-0.0026554941197488246j),(-0.0005089894056721922-0.0022520807359882925j),0.2883940255878582,0.11556891124390736,0.009900297190517693,0.018611980158348845,-0.8154968415669298,-1.793070473427463
20,0.5889967637540452,(0.007110718894693163-0.001099211719015686j),(-2.5540013362862963e-05-0.0007153842720711219j),(0.003133628817338456-0.0022585567039308144j),(-7.674109873267727e-05-0.0024438986992646097j),0.28820819048552576,0.11548120456803566,0.009898031931702944,0.01850695919309775,-0.6245155023144126,-1.602187108535692
21,0.5894143438772314,(0.007609174179742179-0.00038352033506640755j),(5.432459987242789e-05-0.0007560255064798608j),(0.0037108146527608634-0.0017177431374742077j),(0.0004110854664263495-0.0025553826574627654j),0.2880578921655079,0.11540675131938877,0.009897660416786136,0.018390632321290876,-0.4335311941493369,-1.4112924922928336
22,0.5898319240004175,(0.008052262190708965+0.00042445289367826856j),(0.00014323774029324828-0.0007893107118248939j),(0.004200236090914372-0.0010392024008648076j),(0.0009401003731416835-0.0025721432223182773j),0.2879450606721685,0.11534627529345143,0.00989753137476265,0.018266139808379853,-0.24254446781129013,-1.2203864885553768
23,0.5902495041236037,(0.008426603625655725+0.0013225937503749449j),(0.00024073291922302423-0.0008136627034325876j),(0.004570438946193476-0.00023584212473829638j),(0.0014924151601797108-0.002482248165806169j),0.2878700554316482,0.11529983593973742,0.009895959073728379,0.018137045006903413,-0.05155590818207845,-1.0294690305864442
24,0.5906670842467898,(0.008718522096787723+0.0023070799371814167j),(0.00034607583537623357-0.0008274920661874973j),(0.0047915185329499765+0.0006724637089534543j),(0.0020470333891107043-0.0022770396411694706j),0.2878316427223694,0.1152668216439827,0.00989130357435643,0.018007179107035046,0.13943389236504805,-0.8385401182067663
25,0.591084664369976,(0.008914248027026473+0.0033722933240680373j),(0.00045825117328756167-0.0008292487226695029j),(0.0048366275952201+0.0016589588278536974j),(0.0025804269442717-0.0019518969014714724j),0.2878270623437204,0.11524598140638223,0.009882048985076603,0.01788047661053449,0.33042435889499056,-0.6475998148888109
26,0.591502244493162,(0.00900013433985453+0.004510757225551275j),(0.0005759617911825411-0.0008174774747574723j),(0.004683516225415032+0.0026904092161029363j),(0.00306729256523109-0.0015069030560122406j),0.2878521303320083,0.11523547639551077,0.00986687549211195,0.01776080645077583,0.5214149534813325,-0.4566482420654014
27,0.5919198246163482,(0.008962880011473173+0.005713098658206727j),(0.0006976413635256991-0.0007908738957878055j),(0.004316037059902563+0.003727845216935228j),(0.003481474010247815-0.0009473743706798869j),0.2879014286132623,0.1152329529645542,0.009844722216858991,0.017651805977500455,0.7124051945788484,-0.2656855714480313
28,0.5923374047395343,(0.008789758292257754+0.006968034610700307j),(0.0008214803623060417-0.0007483366585712852j),(0.0037255425163457813+0.004727644138119992j),(0.0037970259198825927-0.0002842124764539401j),0.28796851901983006,0.11523563867853191,0.009814838169572722,0.017556724672947714,0.9033946690558219,-0.07471201717214913
29,0.5927549848627205,(0.008468847439761116+0.008262380833535254j),(0.0009454639978307745-0.000689012494803916j),(0.002912098903204057+0.005642941141451005j),(0.003989386250678918+0.0004659562790487037j),0.2880462204079613,0.11524046151105935,0.009776818865223668,0.017478283778339848,1.0943830424164982,0.11627216992003882
30,0.5931725649859066,(0.007989262868805557+0.009581081497386186j),(0.001067419530428921-0.0006123305208220156j),(0.0018854420513579049+0.006425339479605083j),(0.004036615071101659+0.001280884103480343j),0.2881269158110659,0.11524417136115361,0.009730626838665152,0.017418557810345958,1.2853700643903794,0.30726671318035986
31,0.5935901451090927,(0.007341390869049551+0.010907258618282943j),(0.0011850693641608562-0.0005180235998100557j),(0.0006656033538920135+0.007026874293997006j),(0.003920650534987817+0.0021330691336551603j),0.2882028686908999,0.11524347908275463,0.009676594569453205,0.01737888268600639,1.4763555701817692,0.49827131528200935
32,0.5940077252322788,(0.006517124572599763+0.012222280509262787j),(0.0012960856607048493-0.0004061356907717783j),(-0.0007168572026276977+0.007402168017422148j),(0.0036285260596546497+0.0029903985513309063j),0.28826657444226544,0.11523519439731124,0.009615410041729945,0.017359795785550653,1.6673394801968764,0.6892856663122132
33,0.594425305355465,(0.005510103872013737+0.01350585020984846j),(0.0013981420091603667-0.0002770155910653841j),(-0.002221063134341778+0.007510699445288804j),(0.0031534891709892416+0.0038170673915333686j),0.2883110790326837,0.1152163632700631,0.009548084898486782,0.01736101016143494,1.8583217942148844,0.8803094490487731
34,0.5948428854786512,(0.00431596077628121+0.014736116149657523j),(0.0014889579778837767-0.00013129900033899246j),(-0.003796515601045368+0.007319096179706634j),(0.002495960444431449+0.004574760164232605j),0.2883302911447911,0.11518439127234835,0.009475906586839186,0.017381424601485305,2.0493025851940345,1.071342344709051
